,Index,word,frequency,Is requirment
195,1295,yacht,30,
196,1296,trusted,30,1.0
197,1297,aircraft,30,
198,1298,periodic,30,
199,1299,route,30,
200,1300,later,30,
201,1301,divided,30,
202,1302,hesitate,30,
203,1303,statement,30,
204,1304,fleet,30,
205,1305,oncology,30,
206,1306,super,29,
207,1307,rule,29,
208,1308,applicable,29,
209,1309,introduction,29,
210,1310,legislation,29,
211,1311,walk,29,
212,1312,intention,29,
213,1313,welfare,29,
214,1314,externally,29,
215,1315,tell,29,
216,1316,sexual,29,
217,1317,conversion,29,
218,1318,multi,29,
219,1319,gained,29,
220,1320,weekly,29,
221,1321,personally,29,
222,1322,rapidly,29,
223,1323,proactively,29,1.0
224,1324,segment,29,
225,1325,expansion,29,
226,1326,generation,29,
227,1327,consisting,29,
228,1328,adv,29,
229,1329,diagnosis,29,
230,1330,discussion,29,
231,1331,vendor,29,
232,1332,tender,29,
233,1333,civil,29,
234,1334,code,28,
235,1335,received,28,
236,1336,desk,28,
237,1337,might,28,
238,1338,partly,28,
239,1339,actually,28,
240,1340,list,28,
241,1341,factory,28,
242,1342,achieved,28,
243,1343,taken,28,
244,1344,dealing,28,1.0
245,1345,story,28,
246,1346,co,28,
247,1347,rest,28,
248,1348,certified,28,1.0
249,1349,excluding,28,
250,1350,increasingly,28,
251,1351,theme,28,
252,1352,dealer,28,
253,1353,origin,28,
254,1354,parent,28,
255,1355,grows,28,
256,1356,successfully,28,
257,1357,vicinity,28,
258,1358,fund,28,
259,1359,namely,28,
260,1360,continuity,28,
261,1361,electrician,28,
262,1362,programming,28,1.0
263,1363,tailored,28,
264,1364,moving,28,
265,1365,text,28,
266,1366,calculator,28,
267,1367,tidy,28,
268,1368,medicine,28,1.0
269,1369,workload,28,
270,1370,technically,28,1.0
271,1371,payroll,28,
272,1372,transformation,28,
273,1373,strongly,27,
274,1374,cm,27,
275,1375,teach,27,1.0
276,1376,empathy,27,1.0
277,1377,device,27,
278,1378,pro,27,
279,1379,induction,27,
280,1380,shoe,27,
281,1381,spread,27,
282,1382,overall,27,
283,1383,irregularity,27,
284,1384,reimbursed,27,
285,1385,cross,27,
286,1386,confidence,27,1.0
287,1387,carried,27,
288,1388,page,27,
289,1389,respect,27,1.0
290,1390,medication,27,
291,1391,intern,27,1.0
292,1392,commissioning,27,
293,1393,nonsense,27,
294,1394,element,27,
295,1395,sheet,27,
296,1396,crane,27,
297,1397,motor,27,
298,1398,hourly,26,1.0
299,1399,delicious,26,
300,1400,dish,26,
301,1401,added,26,
302,1402,pg,26,
303,1403,electronics,26,1.0
304,1404,distribution,26,
305,1405,serve,26,1.0
306,1406,message,26,
307,1407,handy,26,
308,1408,size,26,
309,1409,previous,26,
310,1410,final,26,
311,1411,determined,26,
312,1412,consulting,26,1.0
313,1413,ad,26,
314,1414,honest,26,1.0
315,1415,virtual,26,
316,1416,disorder,26,
317,1417,achieving,26,
318,1418,relation,26,
319,1419,characterized,26,
320,1420,green,26,
321,1421,repairing,26,1.0
322,1422,context,26,
323,1423,stone,26,
324,1424,treat,26,
325,1425,welding,26,
326,1426,os,26,
327,1427,absenteeism,26,
328,1428,filling,26,
329,1429,carpentry,26,
330,1430,easier,25,
331,1431,highest,25,
332,1432,fruit,25,
333,1433,gut,25,
334,1434,try,25,
335,1435,teaching,25,1.0
336,1436,convince,25,1.0
337,1437,subscription,25,
338,1438,title,25,
339,1439,inspire,25,
340,1440,worked,25,
341,1441,however,25,
342,1442,radius,25,
343,1443,follows,25,1.0
344,1444,minute,25,
345,1445,early,25,
346,1446,item,25,
347,1447,cover,25,
348,1448,paced,25,
349,1449,consideration,25,
350,1450,finance,25,
351,1451,suitability,25,1.0
352,1452,contributes,25,1.0
353,1453,awareness,25,1.0
354,1454,beyond,25,
355,1455,front,25,
356,1456,showroom,25,
357,1457,investigation,25,1.0
358,1458,authority,25,
359,1459,upload,24,
360,1460,assigned,24,
361,1461,hold,24,
362,1462,verbal,24,
363,1463,cold,24,
364,1464,household,24,
365,1465,fastest,24,
366,1466,plant,24,
367,1467,decisive,24,1.0
368,1468,irregular,24,
369,1469,fall,24,
370,1470,bachelor,24,1.0
371,1471,sparring,24,
372,1472,convert,24,
373,1473,tableau,24,
374,1474,designer,24,1.0
375,1475,veteran,24,
376,1476,perseverance,24,1.0
377,1477,methodology,24,
378,1478,psychological,24,1.0
379,1479,complaint,24,
380,1480,fill,24,
381,1481,pump,24,
382,1482,write,24,
383,1483,builder,24,
384,1484,ship,24,
385,1485,surprise,24,
386,1486,trainee,24,
387,1487,f,24,
388,1488,explore,24,
389,1489,performed,24,
390,1490,afterwards,24,
391,1491,west,24,
392,1492,hydraulic,24,
393,1493,seven,24,
394,1494,administrator,23,1.0
395,1495,keywords,23,
396,1496,foreman,23,
397,1497,adoption,23,
398,1498,assisting,23,
399,1499,deployment,23,
400,1500,alone,23,
401,1501,explain,23,
402,1502,craftsmanship,23,
403,1503,assembling,23,
404,1504,internationally,23,1.0
405,1505,estimate,23,1.0
406,1506,glass,23,
407,1507,numerous,23,
408,1508,outpatient,23,
409,1509,agreed,23,
410,1510,loved,23,
411,1511,summer,23,
412,1512,add,23,
413,1513,classification,23,
414,1514,delivered,23,
415,1515,unsolicited,23,
416,1516,thousand,23,
417,1517,supervise,23,1.0
418,1518,conducting,23,1.0
419,1519,nurturing,23,1.0
420,1520,producing,23,
421,1521,fewer,23,
422,1522,exact,23,
423,1523,arrange,22,
424,1524,renowned,22,
425,1525,grown,22,
426,1526,crucial,22,
427,1527,detailed,22,
428,1528,essential,22,
429,1529,starter,22,
430,1530,six,22,
431,1531,middle,22,
432,1532,bit,22,
433,1533,accounting,22,1.0
434,1534,receiving,22,
435,1535,disabled,22,1.0
436,1536,load,22,
437,1537,mutual,22,
438,1538,spatial,22,
439,1539,academic,22,1.0
440,1540,agenda,22,
441,1541,replacement,22,
442,1542,speaking,22,
443,1543,v,22,
444,1544,commercially,22,1.0
445,1545,bringing,22,
446,1546,sex,22,
447,1547,faster,22,
448,1548,founded,22,
449,1549,session,22,
450,1550,specializes,22,
451,1551,map,22,
452,1552,note,22,
453,1553,ownership,22,
454,1554,swimming,22,
455,1555,promotion,22,
456,1556,garden,22,
457,1557,dentistry,22,
458,1558,loading,22,
459,1559,equivalent,22,
460,1560,professionalization,22,
461,1561,maker,22,
462,1562,counsel,22,
463,1563,wage,21,
464,1564,division,21,
465,1565,informed,21,
466,1566,earn,21,
467,1567,simple,21,
468,1568,inspect,21,
469,1569,remotely,21,
470,1570,maybe,21,
471,1571,realizing,21,
472,1572,internet,21,
473,1573,firmly,21,
474,1574,philosophy,21,
475,1575,bi,21,
476,1576,assemble,21,
477,1577,plumbing,21,
478,1578,inform,21,
479,1579,single,21,
480,1580,occasionally,21,
481,1581,established,21,
482,1582,charge,21,
483,1583,review,21,
484,1584,parental,21,
485,1585,recruiting,21,
486,1586,in,21,
487,1587,out,21,
488,1588,greater,21,
489,1589,helpful,21,1.0
490,1590,protective,21,
491,1591,proper,21,
492,1592,character,21,
493,1593,wood,21,
494,1594,cable,21,
495,1595,roll,21,
496,1596,stepping,21,
497,1597,lie,21,
498,1598,cooling,21,
499,1599,container,21,
500,1600,incident,21,
501,1601,acting,21,1.0
502,1602,promote,21,
503,1603,marital,21,
504,1604,agricultural,21,
505,1605,meander,21,
506,1606,expanding,20,
507,1607,certain,20,
508,1608,waiting,20,
509,1609,particular,20,
510,1610,topic,20,
511,1611,break,20,
512,1612,pool,20,
513,1613,reliance,20,
514,1614,j,20,
515,1615,path,20,
516,1616,jointly,20,
517,1617,excited,20,1.0
518,1618,financially,20,
519,1619,specialization,20,
520,1620,error,20,
521,1621,enable,20,
522,1622,natural,20,
523,1623,ear,20,
524,1624,reimbursement,20,
525,1625,info,20,
526,1626,affordable,20,
527,1627,fledged,20,
528,1628,define,20,
529,1629,chef,20,
530,1630,joint,20,
531,1631,computing,20,1.0
532,1632,object,20,
533,1633,film,20,1.0
534,1634,drafting,20,1.0
535,1635,mounting,20,
536,1636,expression,20,
537,1637,combined,20,
538,1638,chemical,20,
539,1639,past,20,
540,1640,subject,20,
541,1641,cs,20,
542,1642,negotiation,20,
543,1643,mindset,20,
544,1644,wound,20,
545,1645,collegiality,20,
546,1646,prefab,20,
547,1647,interior,20,
548,1648,youth,20,1.0
549,1649,anyone,19,
550,1650,influence,19,
551,1651,childcare,19,1.0
552,1652,connected,19,
553,1653,pedagogical,19,1.0
554,1654,image,19,
555,1655,produce,19,
556,1656,booking,19,
557,1657,sight,19,
558,1658,surrounding,19,
559,1659,aware,19,
560,1660,label,19,
561,1661,photo,19,
562,1662,server,19,
563,1663,junior,19,
564,1664,collection,19,
565,1665,compensation,19,
566,1666,supplement,19,
567,1667,employ,19,
568,1668,search,19,
569,1669,quite,19,
570,1670,scope,19,
571,1671,protocol,19,
572,1672,history,19,
573,1673,cause,19,
574,1674,strives,19,
575,1675,z,19,
576,1676,could,19,
577,1677,managed,19,
578,1678,adjusting,19,
579,1679,hearing,19,
580,1680,demonstrate,19,
581,1681,responding,19,
582,1682,height,19,
583,1683,recognized,19,
584,1684,extended,19,
585,1685,reliability,19,1.0
586,1686,closing,19,
587,1687,managerial,19,
588,1688,react,19,
589,1689,peer,19,
590,1690,whole,19,
591,1691,detect,19,
592,1692,bearing,19,
593,1693,indication,19,
594,1694,dialysis,19,
595,1695,organic,19,
596,1696,territory,19,
597,1697,clean,19,
598,1698,progressive,19,
599,1699,connects,19,
600,1700,calamity,19,
601,1701,machining,19,
602,1702,vol,19,
603,1703,game,19,
604,1704,obtaining,19,
605,1705,digitization,19,1.0
606,1706,delivers,18,1.0
607,1707,hired,18,
608,1708,specialize,18,1.0
609,1709,getter,18,
610,1710,fantastic,18,
611,1711,thirteenth,18,
612,1712,fine,18,
613,1713,club,18,
614,1714,indicate,18,
615,1715,ahead,18,
616,1716,watch,18,
617,1717,greatest,18,
618,1718,municipal,18,
619,1719,union,18,
620,1720,broaden,18,
621,1721,replace,18,
622,1722,rely,18,
623,1723,style,18,
624,1724,minded,18,
625,1725,adjust,18,
626,1726,hospitality,18,1.0
627,1727,creation,18,
628,1728,measuring,18,
629,1729,privacy,18,
630,1730,whatever,18,
631,1731,east,18,
632,1732,rate,18,
633,1733,half,18,
634,1734,citizen,18,
635,1735,police,18,
636,1736,valued,18,
637,1737,inventory,18,
638,1738,arise,18,
639,1739,admission,18,
640,1740,bridge,18,
641,1741,negotiable,18,
642,1742,rolling,18,
643,1743,notice,18,
644,1744,luxury,18,
645,1745,launch,18,
646,1746,strict,18,1.0
647,1747,determining,18,
648,1748,shipyard,18,1.0
649,1749,diagram,18,
650,1750,dream,18,
651,1751,unprecedented,18,
652,1752,hospitable,18,1.0
653,1753,hotel,18,
654,1754,express,18,
655,1755,pallet,18,
656,1756,corrective,18,
657,1757,demonstrated,18,
658,1758,maternity,18,
659,1759,human,18,
660,1760,resolution,18,
661,1761,specialism,18,
662,1762,hundred,18,
663,1763,followed,18,
664,1764,educate,18,1.0
665,1765,fee,18,
666,1766,manufacturer,18,
667,1767,collaborative,18,1.0
668,1768,commissioned,18,
669,1769,hygienist,18,
670,1770,pride,18,
671,1771,indispensable,17,1.0
672,1772,near,17,
673,1773,distance,17,
674,1774,precise,17,1.0
675,1775,largely,17,
676,1776,arranged,17,
677,1777,electricity,17,
678,1778,obtained,17,
679,1779,manufacturing,17,
680,1780,arrive,17,
681,1781,aa,17,
682,1782,obligation,17,
683,1783,bed,17,
684,1784,acute,17,
685,1785,mix,17,
686,1786,substance,17,
687,1787,azure,17,
688,1788,fact,17,
689,1789,recently,17,
690,1790,inquisitive,17,1.0
691,1791,pragmatic,17,1.0
692,1792,trainer,17,1.0
693,1793,shopping,17,
694,1794,palliative,17,1.0
695,1795,shy,17,
696,1796,applies,17,
697,1797,socially,17,
698,1798,volunteer,17,
699,1799,qualitative,17,1.0
700,1800,pricing,17,
701,1801,evaluate,17,1.0
702,1802,scheduled,17,
703,1803,iv,17,
704,1804,modification,17,
705,1805,scientific,17,1.0
706,1806,friend,17,
707,1807,screen,17,
708,1808,innovate,17,1.0
709,1809,low,17,
710,1810,complexity,17,
711,1811,distributor,17,
712,1812,flat,17,
713,1813,property,17,
714,1814,deviation,17,
715,1815,efficiency,17,
716,1816,release,17,
717,1817,catering,17,
718,1818,foreign,17,
719,1819,helicopter,17,
720,1820,recommendation,17,
721,1821,sized,17,
722,1822,meal,17,
723,1823,interact,17,
724,1824,light,17,
725,1825,jumbo,17,
726,1826,hectic,17,
727,1827,heavy,17,
728,1828,emphasis,17,
729,1829,music,17,1.0
730,1830,commissioner,17,
731,1831,facilitate,17,1.0
732,1832,diesel,17,
733,1833,steel,17,
734,1834,province,17,
735,1835,associate,17,1.0
736,1836,targeted,17,
737,1837,comfortable,17,1.0
738,1838,feature,17,
739,1839,mindfulness,17,1.0
740,1840,analyst,17,1.0
741,1841,consignment,17,1.0
742,1842,ter,17,
743,1843,drawn,17,
744,1844,drug,17,
745,1845,persuasiveness,16,1.0
746,1846,either,16,
747,1847,electronic,16,1.0
748,1848,update,16,
749,1849,listen,16,
750,1850,walking,16,
751,1851,anything,16,
752,1852,motivating,16,1.0
753,1853,stimulating,16,1.0
754,1854,turnover,16,
755,1855,directing,16,1.0
756,1856,initiate,16,
757,1857,chat,16,
758,1858,tea,16,1.0
759,1859,economics,16,
760,1860,furthermore,16,
761,1861,confident,16,1.0
762,1862,buddy,16,
763,1863,migration,16,
764,1864,finishing,16,
765,1865,duct,16,
766,1866,replacing,16,
767,1867,dashboard,16,
768,1868,piece,16,
769,1869,processed,16,
770,1870,establish,16,
771,1871,interaction,16,1.0
772,1872,distancing,16,
773,1873,interpersonal,16,1.0
774,1874,psychiatrist,16,1.0
775,1875,forefront,16,
776,1876,piping,16,
777,1877,min,16,
778,1878,called,16,
779,1879,represent,16,1.0
780,1880,soil,16,
781,1881,doer,16,
782,1882,placing,16,
783,1883,body,16,
784,1884,automatic,16,
785,1885,daytime,16,
786,1886,earth,16,
787,1887,normal,16,
788,1888,hope,16,
789,1889,effectiveness,16,
790,1890,carrier,16,
791,1891,operates,16,1.0
792,1892,ample,16,
793,1893,safeguard,16,
794,1894,typescript,16,
795,1895,definitely,16,
796,1896,inside,16,
797,1897,multinational,16,1.0
798,1898,unloading,16,
799,1899,holding,16,
800,1900,army,16,1.0
801,1901,tip,16,
802,1902,inspector,16,
803,1903,apps,16,
804,1904,occupy,16,
805,1905,court,16,
806,1906,occupational,16,
807,1907,detox,16,
808,1908,college,15,1.0
809,1909,trip,15,
810,1910,institute,15,
811,1911,courier,15,1.0
812,1912,comment,15,
813,1913,adapt,15,1.0
814,1914,competent,15,1.0
815,1915,interface,15,
816,1916,handled,15,
817,1917,functionality,15,
818,1918,rather,15,
819,1919,seek,15,
820,1920,appearance,15,
821,1921,trial,15,
822,1922,visitor,15,
823,1923,hair,15,1.0
824,1924,advisory,15,
825,1925,reaction,15,
826,1926,tooling,15,
827,1927,graduate,15,1.0
828,1928,prospective,15,
829,1929,stage,15,
830,1930,advertising,15,1.0
831,1931,proposition,15,
832,1932,succeed,15,
833,1933,metric,15,
834,1934,alternative,15,
835,1935,continued,15,
836,1936,primarily,15,
837,1937,foot,15,
838,1938,intervention,15,
839,1939,digitally,15,1.0
840,1940,residence,15,
841,1941,difficult,15,
842,1942,mark,15,
843,1943,precaution,15,
844,1944,scalable,15,
845,1945,owner,15,
846,1946,translating,15,1.0
847,1947,routine,15,
848,1948,laying,15,
849,1949,thought,15,
850,1950,utmost,15,
851,1951,petty,15,
852,1952,lens,15,
853,1953,abnormality,15,
854,1954,minus,15,
855,1955,collaborating,15,1.0
856,1956,advance,15,
857,1957,varying,15,
858,1958,opinion,15,
859,1959,impression,15,
860,1960,outcome,15,
861,1961,bottom,15,
862,1962,nerd,15,
863,1963,execute,15,
864,1964,proficiency,15,1.0
865,1965,neatly,15,
866,1966,delft,15,
867,1967,cooking,15,1.0
868,1968,traditional,15,1.0
869,1969,communicating,15,1.0
870,1970,depth,15,
871,1971,linked,15,
872,1972,applied,15,
873,1973,laboratory,15,1.0
874,1974,feed,15,
875,1975,winning,15,
876,1976,planned,15,
877,1977,winter,15,
878,1978,cluster,15,
879,1979,therapy,15,1.0
880,1980,la,15,
881,1981,sea,15,
882,1982,tb,15,
883,1983,penitentiary,15,
884,1984,nineteen,15,
885,1985,debt,15,
886,1986,birth,15,
887,1987,cook,15,1.0
888,1988,arcade,15,
889,1989,asset,14,
890,1990,resistance,14,
891,1991,included,14,
892,1992,save,14,
893,1993,reason,14,
894,1994,professionalism,14,1.0
895,1995,answering,14,
896,1996,trick,14,
897,1997,described,14,
898,1998,reality,14,
899,1999,accept,14,
900,2000,happiness,14,
901,2001,appliance,14,
902,2002,quantity,14,
903,2003,billion,14,
904,2004,whereby,14,
905,2005,political,14,
906,2006,secret,14,
907,2007,carefully,14,
908,2008,hall,14,
909,2009,corresponding,14,
910,2010,mile,14,
911,2011,belong,14,
912,2012,instrument,14,1.0
913,2013,adviser,14,1.0
914,2014,corporation,14,
915,2015,requested,14,
916,2016,listening,14,1.0
917,2017,simultaneously,14,
918,2018,mandatory,14,
919,2019,surcharge,14,
920,2020,ordering,14,
921,2021,refer,14,
922,2022,raw,14,
923,2023,distributed,14,
924,2024,identification,14,1.0
925,2025,perception,14,1.0
926,2026,thrive,14,
927,2027,continues,14,
928,2028,camp,14,
929,2029,reward,14,
930,2030,resolving,14,
931,2031,loving,14,
932,2032,ambulatory,14,
933,2033,meticulously,14,1.0
934,2034,flex,14,
935,2035,chronic,14,
936,2036,geriatric,14,
937,2037,landscape,14,
938,2038,aspires,14,
939,2039,paper,14,
940,2040,considered,14,
941,2041,brokerage,14,
942,2042,instructional,14,1.0
943,2043,engaging,14,1.0
944,2044,fluency,14,1.0
945,2045,cooperating,14,1.0
946,2046,affirmative,14,
947,2047,article,14,
948,2048,conscious,14,1.0
949,2049,wall,14,
950,2050,determines,14,
951,2051,jasper,14,
952,2052,dormer,14,
953,2053,formula,14,
954,2054,craft,14,
955,2055,graduation,14,
956,2056,discovery,14,
957,2057,lab,14,
958,2058,scientist,14,
959,2059,postcode,13,
960,2060,asked,13,
961,2061,sending,13,
962,2062,select,13,
963,2063,convey,13,
964,2064,seem,13,
965,2065,der,13,
966,2066,damage,13,
967,2067,ticket,13,
968,2068,typical,13,
969,2069,pc,13,
970,2070,tomorrow,13,
971,2071,accountancy,13,
972,2072,ten,13,
973,2073,intellectual,13,1.0
974,2074,picking,13,
975,2075,nationality,13,
976,2076,analytically,13,1.0
977,2077,saying,13,
978,2078,knowing,13,
979,2079,movement,13,
980,2080,vulnerable,13,
981,2081,intended,13,
982,2082,guaranteeing,13,
983,2083,usually,13,
984,2084,peace,13,
985,2085,defining,13,
986,2086,completion,13,
987,2087,widely,13,
988,2088,us,13,
989,2089,networking,13,1.0
990,2090,quick,13,1.0
991,2091,deserve,13,
992,2092,positioning,13,
993,2093,initially,13,
994,2094,bill,13,
995,2095,signed,13,
996,2096,secure,13,
997,2097,suite,13,
998,2098,serious,13,1.0
999,2099,intake,13,
0,2100,speed,13,1.0
1,2101,resides,13,
2,2102,valuable,13,
3,2103,father,13,
4,2104,agent,13,1.0
5,2105,helped,13,
6,2106,aid,13,
7,2107,audience,13,
8,2108,improved,13,
9,2109,ever,13,
10,2110,weapon,13,
11,2111,seat,13,
12,2112,vital,13,
13,2113,switching,13,
14,2114,terminal,13,
15,2115,clothing,13,
16,2116,invited,13,
17,2117,automated,13,
18,2118,productivity,13,1.0
19,2119,listener,13,1.0
20,2120,posting,13,
21,2121,tel,13,
22,2122,simply,13,
23,2123,bank,13,
24,2124,lock,13,
25,2125,accessory,13,
26,2126,disease,13,
27,2127,transplant,13,
28,2128,commencement,13,
29,2129,clicking,13,
30,2130,supplying,13,
31,2131,affiliate,13,
32,2132,nitrogen,13,
33,2133,prime,13,
34,2134,licensing,13,
35,2135,soul,13,
36,2136,instructor,13,1.0
37,2137,excellence,13,
38,2138,convincing,13,1.0
39,2139,executing,13,1.0
40,2140,materiel,13,
41,2141,equipped,13,
42,2142,exam,13,
43,2143,mixer,13,
44,2144,therapist,13,1.0
45,2145,freelance,13,
46,2146,generating,13,
47,2147,reflects,13,
48,2148,discrimination,13,
49,2149,spa,13,
50,2150,immerse,13,
51,2151,grave,13,
52,2152,roofer,13,
53,2153,overhaul,13,
54,2154,physiotherapist,13,1.0
55,2155,lung,13,
56,2156,dinner,13,
57,2157,lawyer,13,1.0
58,2158,si,13,
59,2159,win,12,
60,2160,navigation,12,
61,2161,maintained,12,
62,2162,land,12,
63,2163,solver,12,
64,2164,ward,12,
65,2165,official,12,
66,2166,staffing,12,
67,2167,precisely,12,
68,2168,assessing,12,1.0
69,2169,curiosity,12,
70,2170,disposal,12,
71,2171,wind,12,
72,2172,spar,12,
73,2173,requesting,12,1.0
74,2174,renewal,12,
75,2175,facing,12,
76,2176,introduce,12,
77,2177,auxiliary,12,
78,2178,immediate,12,
79,2179,accrue,12,
80,2180,outgoing,12,
81,2181,prioritize,12,
82,2182,forecast,12,
83,2183,deliverable,12,
84,2184,acceptance,12,
85,2185,challenged,12,1.0
86,2186,income,12,
87,2187,root,12,
88,2188,roster,12,
89,2189,legendary,12,
90,2190,behalf,12,
91,2191,vary,12,
92,2192,incredible,12,
93,2193,volume,12,
94,2194,mathematics,12,1.0
95,2195,voltage,12,
96,2196,covering,12,
97,2197,manual,12,
98,2198,develops,12,
99,2199,subcontractor,12,
100,2200,happen,12,
101,2201,installer,12,
102,2202,intensively,12,
103,2203,meter,12,
104,2204,remuneration,12,
105,2205,desirable,12,1.0
106,2206,creates,12,1.0
107,2207,involve,12,
108,2208,discussed,12,
109,2209,distinguish,12,1.0
110,2210,alarm,12,
111,2211,disruption,12,
112,2212,magenta,12,
113,2213,kidney,12,
114,2214,limit,12,
115,2215,headhunter,12,1.0
116,2216,urgently,12,
117,2217,gap,12,
118,2218,consistent,12,1.0
119,2219,li,12,
120,2220,tile,12,
121,2221,dive,12,
122,2222,whilst,12,
123,2223,entail,12,
124,2224,sprinkler,12,
125,2225,emerging,12,
126,2226,exceed,12,
127,2227,packaging,12,
128,2228,troubleshooting,12,1.0
129,2229,tenant,12,
130,2230,post,12,
131,2231,proof,12,
132,2232,art,12,
133,2233,sensor,12,
134,2234,harassment,12,
135,2235,probably,12,
136,2236,square,12,
137,2237,crop,12,
138,2238,season,12,
139,2239,rental,12,
140,2240,infra,12,
141,2241,allowing,12,
142,2242,lifting,12,1.0
143,2243,asphalt,12,
144,2244,sabbatical,12,
145,2245,declare,12,
146,2246,fortune,12,
147,2247,globe,12,
148,2248,dorp,12,
149,2249,regulatory,12,1.0
150,2250,molecule,12,
151,2251,constant,11,
152,2252,premium,11,
153,2253,enthusiast,11,1.0
154,2254,updating,11,
155,2255,rock,11,
156,2256,careful,11,
157,2257,extremely,11,
158,2258,wholesaler,11,1.0
159,2259,realized,11,
160,2260,android,11,
161,2261,flying,11,
162,2262,perhaps,11,
163,2263,empathetic,11,
164,2264,sleep,11,
165,2265,negotiating,11,1.0
166,2266,accordingly,11,
167,2267,python,11,
168,2268,thinker,11,
169,2269,beauty,11,1.0
170,2270,curriculum,11,
171,2271,commission,11,
172,2272,buyer,11,
173,2273,teammate,11,
174,2274,comprehensive,11,
175,2275,inclusion,11,
176,2276,agree,11,
177,2277,accessibility,11,
178,2278,filled,11,
179,2279,decide,11,
180,2280,ultimate,11,
181,2281,genuine,11,
182,2282,larger,11,
183,2283,aforementioned,11,
184,2284,smaller,11,
185,2285,graduated,11,
186,2286,fair,11,
187,2287,allow,11,
188,2288,tracking,11,
189,2289,unpaid,11,
190,2290,sign,11,
191,2291,judgment,11,
192,2292,eight,11,
193,2293,spectrum,11,
194,2294,java,11,
195,2295,mutation,11,
196,2296,relax,11,
197,2297,bar,11,
198,2298,putting,11,
199,2299,respectful,11,1.0
200,2300,becoming,11,
201,2301,jump,11,
202,2302,boot,11,
203,2303,ride,11,
204,2304,layout,11,
205,2305,acumen,11,1.0
206,2306,competition,11,
207,2307,entity,11,
208,2308,previously,11,
209,2309,automate,11,
210,2310,accepting,11,
211,2311,original,11,
212,2312,enormous,11,
213,2313,soft,11,
214,2314,bbl,11,
215,2315,remains,11,
216,2316,significant,11,
217,2317,museum,11,
218,2318,vascular,11,
219,2319,euro,11,
220,2320,feasibility,11,
221,2321,wanted,11,
222,2322,copy,11,
223,2323,recycling,11,
224,2324,smooth,11,
225,2325,oil,11,
226,2326,welder,11,
227,2327,rd,11,
228,2328,opt,11,
229,2329,scripting,11,
230,2330,simulation,11,
231,2331,effect,11,
232,2332,enabling,11,
233,2333,reduce,11,
234,2334,combat,11,1.0
235,2335,economic,11,1.0
236,2336,civilian,11,
237,2337,startup,11,
238,2338,physically,11,
239,2339,extending,11,
240,2340,paint,11,
241,2341,coating,11,
242,2342,accompanying,11,
243,2343,pneumatic,11,
244,2344,mountain,11,
245,2345,cad,11,
246,2346,diagnostics,11,1.0
247,2347,autism,11,
248,2348,hm,11,
249,2349,rewarded,11,
250,2350,row,11,
251,2351,parenthood,11,
252,2352,franchise,11,
253,2353,talking,10,
254,2354,weekday,10,
255,2355,offshore,10,
256,2356,portal,10,
257,2357,revision,10,
258,2358,introductory,10,
259,2359,recording,10,
260,2360,older,10,
261,2361,tact,10,
262,2362,retailer,10,1.0
263,2363,hot,10,
264,2364,served,10,
265,2365,compiling,10,
266,2366,limitation,10,
267,2367,cabinet,10,
268,2368,unload,10,
269,2369,strategically,10,
270,2370,acquainted,10,
271,2371,belief,10,
272,2372,bigger,10,
273,2373,sewer,10,
274,2374,concerned,10,
275,2375,module,10,
276,2376,presence,10,
277,2377,constructive,10,
278,2378,blood,10,
279,2379,accountability,10,
280,2380,seller,10,
281,2381,accelerate,10,
282,2382,section,10,
283,2383,broadly,10,
284,2384,initial,10,
285,2385,customized,10,
286,2386,sent,10,
287,2387,federative,10,
288,2388,generic,10,
289,2389,theoretical,10,1.0
290,2390,whenever,10,
291,2391,particularity,10,
292,2392,takeover,10,
293,2393,cant,10,
294,2394,conclusion,10,
295,2395,TRUE,10,
296,2396,thick,10,
297,2397,preparer,10,
298,2398,selected,10,
299,2399,united,10,
300,2400,washing,10,1.0
301,2401,compassion,10,1.0
302,2402,generate,10,
303,2403,aspire,10,1.0
304,2404,wheel,10,
305,2405,enjoys,10,
306,2406,lose,10,
307,2407,mt,10,
308,2408,transformational,10,
309,2409,brings,10,
310,2410,teamwork,10,
311,2411,asking,10,
312,2412,guided,10,
313,2413,nothing,10,
314,2414,pas,10,
315,2415,wonderful,10,
316,2416,supermarket,10,
317,2417,evaluation,10,
318,2418,anywhere,10,
319,2419,sleeve,10,
320,2420,completing,10,
321,2421,decisiveness,10,
322,2422,anticipate,10,
323,2423,formation,10,
324,2424,conquer,10,
325,2425,bottleneck,10,
326,2426,manufacture,10,1.0
327,2427,stainless,10,
328,2428,accountable,10,1.0
329,2429,dynamo,10,
330,2430,recruit,10,
331,2431,conference,10,
332,2432,slightly,10,
333,2433,shipment,10,
334,2434,defect,10,
335,2435,enables,10,
336,2436,gladly,10,
337,2437,motion,10,
338,2438,machinery,10,
339,2439,duplicating,10,1.0
340,2440,wooden,10,
341,2441,connector,10,1.0
342,2442,sun,10,
343,2443,facade,10,
344,2444,accident,10,
345,2445,temperature,10,
346,2446,orally,10,
347,2447,village,10,
348,2448,twitter,10,
349,2449,gift,10,
350,2450,pioneer,10,
351,2451,calculate,10,
352,2452,participant,10,
353,2453,wider,10,
354,2454,pharmaceutical,10,
355,2455,quin,10,
356,2456,sourcing,9,
357,2457,hub,9,
358,2458,approval,9,
359,2459,proficient,9,
360,2460,assurance,9,
361,2461,worry,9,
