,Unnamed: 0,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
521,521,"IT traineeship, open to all study backgrounds ",-1,"IT Traineeship APPLY About the Calco MasterClass The first two months of the Calco MasterClass you will be trained in our training center in Amsterdam (of course with due observance of the corona measures and an adapted schedule). You start broad because knowledge of the entire world of IT is so useful. You follow the Crash Course in the first two weeks. Here you will get various courses and gain experience on specific topics such as; information analysis, software development, testing and management. You will also receive certificates for Scrum and SQL. Then you specialize in a direction that suits you. Because international trainees also follow the course in Amsterdam, parts of the course will be taught in English. Not only IT knowledge is central during the Calco MasterClass. We also work together on your personal development. Professional skills, presentation skills, communication styles, giving and receiving feedback… It all comes along.    During the first two months we get to know each other very well. Thanks to our close cooperation in both classroom setting and 1 on 1 conversations, we really know where your strengths lie. In the match period that follows, we look at which client suits you best. During this match period you can pass various courses and certificates to let your IT knowledge grow even more. You do not have to be at the office every day for this. Have you found a suitable assignment? Then you will receive an offer with a permanent contract from us and you will be deployed for two years at one of our clients where you further develop your IT knowledge in practice. In practice, about 90% of the trainees switch to the client after two years. Do you want to stay at Calco as an IT professional? Then that is of course also an option. The choice is yours. Are you curious about the kind of positions our trainees end up in? This is very versatile, but a number of examples are: Project Manager IT, Functional manager HiX, Scrum Master, Security Officer, Risk Manager, DevOps Engineer, Cloud developer, Business Analyst, SaaS Engineer, Data Engineer, Tester, SAP Consultant or Engineer. The possibilities are endless! How do we match you to a client? We want to get to know you as well as possible, you will not receive a number or stamp from us and we will continue to invest in you and your future. A client chooses you because you as a person are at the right place. In doing so, we ensure at all times that your competences optimally match the needs and wishes of our clients. With your background and soft skills you make a difference and you ensure diversity in every IT department. Even if you are employed by your client, we remain continuously involved in your development, we coach you on soft skills and you can continue to acquire more technical knowledge. After the two-year IT traineeship, more than 90% of the trainees choose to make the switch to the client. However, it is always your own choice. The clients are located throughout the Netherlands, for example; Amsterdam, Utrecht, Rotterdam, The Hague, Leiden, Delft, Tilburg, Breda, Eindhoven, Enschede, Leeuwarden and Groningen. Whatever decision you make, after completing the Calco MasterClass you will have more than earned your place in the IT world and your career opportunities are endless! Would you like to know more about the process? Read more about the structure of the traineeship. WHO ARE WE LOOKING FOR OUR IT TRAINEESHIP? You would like to develop yourself in the field of IT; You can keep your cool during busy periods and enjoy working independently as well as in groups; You have a HBO or WO bachelor's degree, your field of study does not matter; You have an excellent command of the Dutch and English language; You are moving / willing to travel. What do we offer you? The opportunity to discover which position within IT suits you; Personal guidance in your personal development by your own Field Manager; The opportunity to end up with a top company in the Netherlands such as NN, Rabobank or Achmea; A permanent contract from Calco from the moment you bet; Various training options at Calco; A kilometer allowance of € 0.19 per kilometer or a public transport allowance during your training period. Are you going to work with the client? Then you will receive an NS Businesscard that you can also use privately.  Application deadline: Wednesday December 23.  Despite the preference for personal contact, given the current situation, we are forced to conduct part of the job interviews via live video. Still in doubt? Get informed! UPCOMING EVENTS Webinar January 7 Is a traineeship also something for you? Come and meet Calco online during the webinar! ",3.1,"Calco
3.1",Amsterdam,-1,201 to 500 Employees,2004,Contract,IT Services,Information Technology,Unknown / Non-Applicable,-1
522,522,Mathematics teacher ,-1,"Mathematics teacher As of January 11, 2021, we are looking for a mathematics teacher for a secondary education institution in Panningen who wants to provide support to HAVO and VWO exam candidates until the Carnival holiday (19 March 2021).  It concerns two times a week. Classes can be given from 15.15 on Monday, Wednesday, Thursday and Friday. The lesson can start at 2.30 pm on Tuesday. Depending on your availability, you can indicate which days suit you best. You preferably have a first-degree qualification and you have experience with exam candidates. Job requirements A qualification for mathematics or for this in training; Available January 11, 2021; Available for two to four days a week. Terms of employment Scale LB, maximum EUR 4,301 gross per month for a full-time job; 8.3% holiday allowance; Travel allowance of € 0.19 per kilometer; Guidance and coaching on your personal situation; Access to a network environment of colleagues in education. Why Match Partner? You are central; We think along with you; A personal approach; A large, diverse network; Consultants with expertise; One fixed point of contact. ",3.9,"Matchpartner
3.9",Panningen,-1,51 to 200 Employees,2002,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1
523,523,Sr. Online Talent Sourcer ,-1,"Are you as Sr. In addition to searching and finding scarce talent, Online Talent Sourcer is able to interest and enthuse people in a personal way for the vacancies you manage? Are your self-steering ability and result orientation real core qualities and drivers of your success? You get energy from transferring your knowledge and experience to Jr. Online Talent Sourcers? Welcome to Talentsourcer ... This is us. Talentsourcer specializes in providing RPO services within Healthcare, Technology and Industry. We have many years of experience with Inhouse Recruitment and outsourcing issues. We offer specific expertise in the recruitment of scarce specialists and project-oriented volume recruitment in often tight labor markets such as the manufacturing industry and technology. Within Talentsourcer everyone has their own personality, their own view of the world and unique qualities. And we cherish that. It is precisely these differences that make us strong as a team. Clients experience added value, because we approach issues from multiple angles, because we look beyond what is obvious and are only satisfied once we have mapped out the total picture. This is the role As a Senior Online Talent Sourcer you will be part of our talent sourcing team in Tilburg. A team that excels in finding and connecting scarce talent profiles within Industry, Technology and Government. Your working day starts with a daily huddle in which you determine the priorities for the day together with your colleagues and draw up a personal action plan. In this way you are the director of your own daily schedule so that you can achieve the objectives as effectively and efficiently as possible. The entire sourcing and communication process takes place online, where you actively work with the intake of new vacancies, mapping the sourcing target group, communicating with potential candidates and introducing interested candidates to our clients or the RPO recruitment team. in the Netherlands. In addition to your own workload, you are a coach and source of information for the Jr. Sourcers in our team. In short, you already deliver Sr. Online Talent Sourcer concrete result, within the agreed time schedule, with attention to customer and candidate satisfaction. This is you It is important that you can work in a disciplined and independent manner on challenging vacancies. You are creative in coming up with solutions, you are not quick to give up and you are good with CRM tools and social media platforms. You communicate easily with different types of people at all job levels, in various sectors and cultures. You understand that sincere attention and interest makes the difference in contact with clients and candidates and you are well able to apply this in your services. You take this with you HBO working and thinking level; Excellent command of spoken and written Dutch and English; Good administrative and planning skills; Experience with CRM tools and cloud applications. We offer this. At Talentsourcer, everything is focused on customer satisfaction and development. We grow as you grow. That is the motto! You can expect an above-average salary, which consists of a base salary, bonus scheme, pension scheme and 30 vacation days. Interested? If you feel attracted by the profile of Online Talent Sourcer and our services, we would be happy to talk further personally. For this you can contact Steven Stephania, +31638924004 or apply directly via the 'Apply' button. Type of employment: Full-time, Indefinite period Salary: € 2,300.00 - € 2,750.00 per month ",3.8,"Talentsourcer
3.8",Tilburg,-1,1 to 50 Employees,2012,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1
524,524,Liaison responsible level 3 and 4 ,-1,"The Eykenburg Foundation is looking for the following for the Somatic department Pablo Picasso location Het Zamen:  Contact responsible level 3 and 4 (Carer IG and Nurse) 12 to 24 hours a week  Working during school or in the evening? A good combination with work and private life? This is often an unattainable wish if you work in healthcare. Yet this is possible, we offer different services! Do you want to start at 9 a.m. or would you rather work in the evening from 5 p.m. No problem.  What does the position look like? This somatic department is home to 18 clients with a diversity of cultures. Your focus is on excellent quality of care (including up to date client files). You structure and plan the daily activities as optimally as possible. Together with your colleagues you act as support and anchor for the clients, family and practitioners. You enjoy working with this target group and are resourceful in looking for solutions. Client-oriented and meaningful daytime activities are of paramount importance to us. Everyone in the team contributes to the enjoyment of our clients. We challenge each other within this team to come up with creative ways to give substance to this. Of course you also provide ADL care.  We are looking for you! You are an experienced carer or nurse with a passion for providing care to somatic clients. You show that you are committed to your colleagues and clients and your work. You have excellent social skills, tact and empathy. You can work efficiently and in a structured way, using the ECD. In addition, you bring: You are available in the mornings and / or evenings; A completed training for Care IG or Nurse level 4 and BIG registered; Technical skills are up to date; A strong sense of responsibility; Besides a heart for healthcare, you start the day with a smile.  What can you expect from us? We offer you a challenging position in a small-scale professional organization that is constantly on the move. You will join a nice team with an informal culture; A contract for an indefinite period; Working hours in the morning from 9 a.m. to 1 p.m. and / or in the evening from 5 p.m. to 9 p.m., we will work with you to find a work schedule that suits your private life; Depending on education and experience FWG 35-45; End-of-year bonus of 8.33% of the gross salary; A diverse range of fringe benefits, such as a bicycle plan, sports / fitness subscription, computer / tablet plan, travel allowance exchange scheme and a bonus scheme when you bring in a new colleague; Other employment conditions based on the Collective Labor Agreement VVT.  Do not wait to apply! Have you become enthusiastic and do you want to strengthen our organization? Then we would like to receive your CV and motivation letter! You can submit this via werkbij@eykenburg.nl. For more information about this vacancy, please contact Laura Richel, team leader, telephone number: 06-547 28 656. ",-1.0,Stichting Eykenburg,The Hague,-1,201 to 500 Employees,1972,Unknown,-1,-1,$10 to $25 million (USD),-1
525,525,Sales employee Bathroom and kitchens HORNBACH ,-1,"Imagine: You work in our shop as a salesman and a customer asks you: 'my husband and I love each other, but we each want our own bathroom and kitchen in our new house, can you help me choose new tiles What do you answer? Why would you want that? There's nothing more fun than cooking together! Of course, I will not only help you choose new tiles, but also design your bathroom and kitchen! And I make sure that everything is neatly placed by our installation partners! Here are the tiles, good luck with your project! The correct answer: Is answer B! And if you've given that answer, we need you! Because we have deep, deep respect for how our customers approach impressive projects with both hands. Hornbach would not be Hornbach without our building blocks: they are the promises we make to our customers. One of those building blocks is that all our employees are specialists. Whatever project the customer is working on, he has come to the right place for expert advice! This is how we realize our philosophy: not the articles are our product, satisfied customers are our product. And thanks to you, they come back. Because from a bathroom cabinet to a wall-hung toilet to a complete kitchen: with your knowledge, you will not be surprised by any question. Answering these questions and providing honest and reliable advice are your most important tasks when you work with us. That advice is not only about our products in the store, but also about the services we provide with it. You also use our webshop to be able to offer special orders and customization. What we have to offer you: An appropriate salary, based on age and experience; 24 vacation days with full-time employment; A contract for 8 months with the intention of extending this to permanent employment; Result (dependent) bonus; Travel allowance; Internal training and development opportunities; Pension scheme; you probably don't want to think about it yet, but we have already arranged it !; A freshly prepared meal (paid for by the boss) if you are working on a late night shopping; And especially; a place within a growing family of doers! What you can offer us: At least 1 year of experience in advising customers and / or selling products; Understanding of (designing) bathrooms and kitchens; Experience with the software CARAT and / or ViSoft is an advantage; You are in possession of your driving license B; The willingness to learn everything and everything about our range; A smooth chat: you talk just as easily about toilet seats and kitchen cupboards as about the weather; Energy: the evenings and weekends are our busiest (and therefore best!) Hours of the week and you want to be there! (not every night of course, we get that). Secondary benefits: Holiday pay Retirement Part-time hours: 38 per week Type of employment: Full-time, Part-time Additional payments: Paid overtime Holiday pay Work schedule: Flexible work schedule Weekend ",3.8,"HORNBACH
3.8",Apeldoorn,-1,10000+ Employees,1877,Company - Public,Home Centers & Hardware Stores,Retail,$2 to $5 billion (USD),-1
526,526,Junior Engineer Control Systems ,-1,"The Maintenance & Projects organization of our client ensures optimal maintenance of the installations and buildings of the production location. The team works daily on new construction and maintenance work. In connection with the growth and development of the organization, we are looking for a junior engineer control systems who, together with two experienced engineers, will ensure an excellent running industrial automation within the production location. As a Junior Engineer Control Systems you work on the renewal of industrial automation in the production location. You work together on projects from inventory to delivery of the systems. Your main activities are: Project-based cooperation in industrial automation projects, from project plan to completion; Researching systems, identifying customer requirements and drawing up specifications; The (co-) design of controls (functional and technical) and preparation of the documentation; Realizing modifications in PLC and SCADA systems; Analyzing complex failures; Support with commissioning (FAT and SAT) of the delivered systems. We ask An HBO or WO diploma level in Industrial Automation, Electrical Engineering, Control Systems, Measurement and Control Technology or comparable; 0-3 years of work experience; Pre: Knowledge of PLC programming languages ​​such as Siemens (S5 / S7), Allen-Bradley and Rockwell; Pre: Knowledge of HMIs, such as WinCC and Rockwell; Knowledge of Matlab; Fluent command of Dutch; Very good communication skills. We offer We offer a challenging position for 36 hours a week with very good working conditions. You are part of a nice team with experienced specialists in industrial automation. You work in an organization where there is a lot of room for initiatives. You will of course receive excellent guidance from experienced specialists and you will also receive the right technical training and education. The work is at a fixed location during the day. You start at Timesource with the intention to then join our client on a permanent basis with mutual satisfaction. Type of employment: Part-time Salary: € 2,700.00 - € 3,500.00 per month Additional payments: Paid overtime Holiday pay Work schedule: Day shift ",-1.0,Timesource,Koog aan de Zaan,-1,-1,-1,-1,-1,-1,-1,-1
527,527,Data cabler ,-1,"Data cabler Do you want to be at the forefront of delivering the future? And do you want to be at the center of innovation, (digital) communication and global connectivity? Then apply for the position of Data Cabler. What are you going to do? As a data cable operator you work on the digital future of the world at very different locations! None of this is possible without the installation of data cabling. We therefore work throughout the country and are very specialized. Plenty of opportunities for you to learn and develop. Your activities consist of installing, labeling, finalizing, measuring and maintaining both copper and fiber optic data cabling. You will do all this within hospitals, data centers, offices, prisons, shops, monuments, but also homes. Various locations, with various wishes and customers, so no two days will be the same! Due to the growth of our organization, we have many great (international) growth opportunities and training opportunities. About Zentrys Zentrys is a fast-growing data center service organization specializing in the management of data center facilities throughout Europe. Our portfolio currently consists of approximately 70,000 m2 of data center space. Varying from management-intensive multi-tenant locations to technically complicated critical infrastructures. In addition to management, Zentrys provides consultancy, project management and (project) development of new and existing data centers throughout Europe and sometimes beyond. Zentrys has offices at Schiphol-Rijk and in Groningen in the Netherlands. The offices and work locations are easily accessible by both your own transport and public transport. Collaboration is the foundation of our success. Working for Zentrys therefore means working within a close-knit team. Every day we support each other and together we provide excellent service. Happy employees lead to satisfied customers. That is why we at Zentrys find it important that you enjoy what you do. This is only possible if the work interests you, now and in the future. We provide new challenges and find it important that you can continue to grow. For example, we continuously offer education and training to further develop yourself. Who are we looking for? Insight and the will to learn and work is more important to us than training and experience. Available 40 hours a week; MBO working & thinking level or several years of experience in a similar position; In possession of a VCA basic certificate or willing to obtain this in the short term; Good command of both the Dutch and English language; • In possession of driver's license B; Living within a reasonable distance from our location in Groningen; You can also be described as: Ambitious, Reliable and Creative (Ons Zentrys ABC). Who are you? You are driven, accurate, a go-getter & eager to learn; You have a customer-friendly attitude; You have problem-solving skills and are creative; You have good communication skills; You are independent but also enjoy sparring with colleagues. What do we offer? The opportunity to help build a growing and driven organization and to grow with it; Market-based salary appropriate to position, age & experience; Internal training course in a fast-growing data center market; Various career opportunities; Want to know more or apply? Are you interested in this position and do you meet the above requirements? Then we would like to receive your application and short motivation via the application button. For questions about the position or the procedure you can contact Fleur Hollander (HR and Office Manager) via the application button. We strive to provide your application with a response within a week. Zentrys recruits & selects its own employees, acquisition based on this vacancy is therefore not appreciated. Type of employment: Full-time Experience: Data center: 1 year (Recommended) Education: MBO (Recommended) License and / or certificate: Driver's license B (Recommended) Language: English (Recommended) Working from home: No ",-1.0,Zentrys,Groningen,-1,-1,-1,-1,-1,-1,-1,-1
528,528,Workforce Management International Lead ,-1,"Workforce Management International Lead Our Store Process Improvement department is looking for a senior who would like to join the shaping of the future of Action's store productivity and Workforce Management processes. Do you have a lot of experience in this area? Do you like to bring concepts and ideas to life? Do you want to play a role in taking Action's work planning and forecasting to the next level? Then read on! These are your daily “actions” The Workforce Management International Lead is responsible for all processes related to WFM and Productivity in the stores. You are the owner of the international in-store labor productivity model, key processes such as store planning, central budgeting (in part), volume forecasting and related systems and tools. You ensure that: Stores have accurate annual and weekly volume and labor (hours) forecasts; The optimal mix and schedule of employees is in place to minimize labor costs; There is a fit-for-purpose and systems are updated for their daily operation; Relevant projects are set up and delivered in accordance with the company's growth ambitions; A team of 3-5 members continues to grow and develop further. In this role, you act as a link between the country teams and the central departments (Finance / Controlling, HR, IT, Commerce and Store Operations) and ensure smooth day-to-day store operations while meeting Store Ops KPI objectives. There is a lot to do and this is a great position to show what you can achieve: take the opportunity to think strategically, contribute ideas, influence the way of working globally, be a critical player and a topic leader for the organization and team reporting to you. This will be your team Our Store Process Improvement division provides service in three areas to all countries in which we operate: store productivity, workforce management and store replenishment. The team organizes and structures the day-to-day operations of our stores worldwide and maintains close collaboration with regional managers, national HR and supply chain. Well organized and efficiently stocked stores enable our employees to serve their customers in the best and most efficient way. Within this team exists the store process improvement team, they are responsible for: '' optimization / improvement of the store business model (eg introduction of self-scanning / check out, new working methods, etc.) '', 'development and delivery of the roadmap for digital transformation (eg digitization of processes, new applications, system improvements & integrations, etc.) ”and“ performance improvement on store KPIs (eg employee efficiency & labor costs, inventory loss, stock availability, etc.) ”. These teams work closely with other departments (eg Commerce, Supply Chain, Finance, IT, HR) and with the country teams to achieve their goals. Do you want to be jointly responsible for optimal store personnel management in more than 1,500 stores throughout Europe? Take Action!  Curious about your new team members? Panagiotis, Rudy, Sverre, Jeroen can't wait to work with you! This is you As a Workforce Management International Lead you have a no-nonsense mentality, you are pragmatic, optimistic and result-oriented. You are used to understanding and assessing complex structures, legal terms of employment, systems and analyzes to identify areas for improvement and report accurately to the company. In addition, you have strong communication skills at all levels, you take initiative and work autonomously to achieve your goals with a focus on customer focus and dealing with cultural differences. You also have: MSc in Business Administration. MBA would be a plus; Minimum 10 years of experience, of which at least 5 years in a senior management role, ideally in retail or system suppliers; Proven track record in managing human resources and large projects; Experience in leading a team; Excellent Excel skills are a must. Knowledge of Kronos WFM is preferred; Fluent in English (oral and written). Any other European language is a plus. What we offer Full-time indefinite contract with flexibility for working from home; Annual bonuses for personal and business purposes; 24 paid vacation days and the option to buy an extra 5 days (on a full-time basis); A company car; Qualify for LTI (long term incentive); A company laptop and mobile phone; 15% staff discount on Action merchandise; Extensive education and training at our own Action Academy and career opportunities. Interested? Are you ready to take action? Apply Now! Curious how it will continue t?  Our recruiter will review your application and get back to you as soon as possible.  We invite you for a first job interview.  We would like to get to know you better. Depending on the position, we may ask you to take an online assessment.  We invite you for a second interview, we discuss your assessment and you may meet one of your future colleagues.  Do we both like it? Then we'll make you an offer you can't resist! ",3.5,"Action
3.5",Zwaagdijk-Oost,-1,10000+ Employees,1993,Company - Private,General Merchandise & Superstores,Retail,Unknown / Non-Applicable,-1
529,529,Workforce Management International Lead ,-1,"Are you ANIOS / Basic doctor and looking for a new challenge per 2021? Do you also have affinity with mental health care and are you firmly in the shoes? Then read on and apply right away! For questions, if you are interested and / or if you are not clear about this assignment, please do not hesitate to contact: Frank Mateman (available from Monday to Friday) T: 06-51528493 (WhatsApp also possible) M: frank [at] solidstep.nl  As an ANIOS / General practitioner you ensure a pleasant treatment climate for patients and their loved ones with the accompanying team and you monitor the process surrounding the treatment. You also play an important role in the collaboration between the practitioners, the nurses and counselors. The following activities are also part of the tasks: conducting admission and discharge interviews. Participate in multidisciplinary consultation, daily consultation and care coordination meetings. Organizing and coordinating the preparation, implementation and adjustment of the treatment plan. optimizing the collaboration within the cluster 24-hour acute and area teams.  a completed training as a basic doctor and a BIG registration. work experience as an ANIOS / General Practitioner is an advantage, as is work experience in psychiatry. a flexible working attitude and enthusiasm to work in an innovative treatment organization. collegiality, humor and good communication skills. in possession of a driver's license and a motorized vehicle for working in crisis services.  An ANIOS / Basic doctor job that is interesting for various follow-up specializations such as addiction doctor, psychiatrist or general practitioner; Good secondary employment conditions; An employment relationship tailored to your wishes and our possibilities; The possibility of a lease car with an employment contract from 24 hours a week.  At the site in question, adults and elderly of all ages can go for different treatments of psychiatric problems. You as ANIOS / General practitioner will work in the clinic or in the department for continued clinical treatment. After a crisis situation, patients can go to this department to regain stability and work on their recovery. ",-1.0,"Action
3.5",Zwaagdijk-Oost,-1,1 to 50 Employees,2012,Company - Private,Consulting,Business Services,Less than $1 million (USD),-1
530,530,Supervisor level 5+ night care ,-1,"Do you recognize yourself in this? Then we are looking for you. Who are you going to work with? All care questions come together at night and care for our clients continues 24 hours a day. This means that care is also provided by a night care team at night. They monitor clients using state-of-the-art technology and also provide active care with the aim of offering our clients a good night's sleep. Because you are responsible for the care of all different target groups at night, you need a broad knowledge and you are familiar with complex care and care. You work together with colleagues and when you receive a signal, you go to the client and provide the care that is needed. This is you As a level 5+ supervisor in night care you have a coordinating role, you are the first point of contact for the client and the network and you coach colleagues on content. By bringing these two worlds together, you fulfill a key role in the care process. You also contribute to the developments of night care. You are a connector when it comes to team process. Where others see limitations, you mainly see possibilities. This positive attitude is contagious. You remain patient, you know yourself, you have empathy and have no problem making yourself vulnerable. Colleagues can always rely on you and you are not afraid to give constructive feedback. Your terms of employment For 24-28 hours a week. A contract for the duration of 1 year with the intention of extension for an indefinite period. Market-based employment conditions in accordance with the Collective Labor Agreement for the disabled. This means that your salary is between € 2,425 and € 3,624 based on full-time employment, depending on your experience. Irregular working hours at night spread over several days. Holiday hours and PBL hours where the hours can be used flexibly. You will receive a year-end bonus. You receive an annual budget that you can spend on your sustainable employability. What else we offer you Prisma is a good employer and that means that you are important. We offer you a challenging workplace where there is room to take initiative and discover yourself. We invest in your development, contribute to your vitality and employability and are happy to support you in your career. There are various training options that contribute to your knowledge and actions or to your own development. ""No two nights are the same, that's what makes this job so dynamic"" We expect this from you With passion and pleasure you translate Prisma's vision into meaningful care. You think in terms of possibilities instead of limitations and you value real contact. You are patient and empathetic to help clients make as many choices as possible. You stand firmly in your shoes and know your talents and pitfalls. You naturally work together and you are not afraid to give or receive feedback. Relevant requirements HBO working and thinking level. You have at least 2 years of work experience with people with an intellectual disability. Experience as a nurse is a great advantage. You are independent and you know who you are. You are enthusiastic and strong in communication. You can take control and you can outsource control and you know how to find cooperation partners. You can reflect well on yourself and you are also open and respectful towards others. You can deal with conflicts and resistance and you have the courage to make choices. Experience complex care and medical care is an advantage. Are you that safe person that every client and colleague can turn to? If you would like more information, please contact Henk Geurts. He can be reached via 06-10948216. Acquisition in response to this vacancy is not appreciated. ",3.9,"Prisma
3.9",Biezenmortel,-1,1 to 50 Employees,-1,Franchise,General Merchandise & Superstores,Retail,Less than $1 million (USD),-1
531,531,Allround Electrician ,-1,"Allround Electrician Full time | Janssen-Dings, Tegelen In your role as an all-round electrician at Wienerberger you have the knowledge of electrical engineering and mechatronics. You like a varied job where you bear great responsibility. In the world of Wienerberger you immerse yourself in the craft of ceramics. With your technical knowledge you make a difference by contributing improvements and showing initiative. The spearheads Wienerberger stands for with sustainability, safety and loyalty fit perfectly into your street. Colleague Patrick tells you about his experience at Wienerberger: “I have now been working as an all-round mechanic at Wienerberger for five years. What makes the world of Wienerberger beautiful is that modern techniques come together with an age-old craft. You can see these contrasts everywhere in the organization. On a daily basis I am involved in solving malfunctions within the production process. It is important that you can work well with your colleagues, but you are also released and you work independently. This combination appeals to me and gives me energy to go to work every day. The atmosphere within the company is good and we work with a nice team. For me Wienerberger is the ideal employer because they invest in us as employees through courses and training and you also get a lot of appreciation for your work ”. What are you going to do: As an all-round electrician, you and your team are responsible for an undisturbed production process. The following activities are part of your duties: Solving malfunctions within the production process, in particular electrical engineering and measurement and control technology Perform periodic inspections and periodic maintenance Close consultation with work planner regarding purchasing materials and preparing maintenance jobs Participate in improvement teams with regard to safety, quality, efficiency, etc. Implementation of modifications / improvements in the process installations Supervising technicians from outside companies. There is a short daily consultation with your team of a total of 10 employees, consisting of ETD employees and MTD employees. You work in a 4-week schedule with 2 weeks of day shift, 1 week of morning shift and 1 week of afternoon shift. In the afternoon shift you have consignment shift, also on Saturday and Sunday. What to bring MBO level 4 training, preferably electrical engineering or mechatronics · Analytical skills Experience in a production company / process industry It is also desirable if you can work independently as well as in a team. You have an open way of communicating so that you maintain an informal relationship with your colleagues and manager. A proactive attitude in which you come up with improvement proposals in order to optimize production is highly appreciated. What do we offer: Wienerberger offers you a full commitment, after an annual contract you will be offered a permanent contract if you function properly. Other conditions offered to you: A salary based on your knowledge and experience; Shift allowance of 5%; Travel allowance; Good balance between private and work; Surcharges for breakdown services of 7.4%; A good pension scheme through the pension fund for construction bpf; 24 vacation days and 13 ADV days; 8% holiday pay; Products with a tax benefit such as an (electric) bicycle, private computer or tablet; 3% year-end bonus. Are you also convinced of the Power of Ceramics? Then apply directly via the application button. Procedure After your application, we will contact you by telephone to discuss the vacancy and answer any questions you may have. Are we both enthusiastic? Then there is a meeting with the plant manager and head of technical service. If you are then convinced that Wienerberger suits you and you have convinced us of your qualities, then you will start! Acquisition in response to this vacancy is not appreciated. Keywords: electrician, electrical engineering, mechanic, mechatronics, process industry, production company, ceramics, full-time, MBO Type of employment: Full-time, Indefinite period Work schedule: Shift work ",3.5,"Wienerberger
3.5",Tegelen,-1,10000+ Employees,1819,Company - Public,Miscellaneous Manufacturing,Manufacturing,$2 to $5 billion (USD),-1
532,532,Mechanic ,-1,"Do you prefer to do what you like best every day? Cars! Then we are looking for you ! What we ask of you: You are a real mechanic and you have turned your hobby into a job You have earned your spurs as a car mechanic, or you want to earn them You have an eye for detail and are a real perfectionist You are motivated and passionate about your profession You are flexible and like variety You are responsible for maintaining all cars that pass our garage. Every day you dare to get your hands dirty on the most diverse repairs. This can be for both passenger cars and commercial vehicles. We offer you: An excellent salary and attractive additional conditions A permanent contract immediately after a trial period A full-time job with plenty of room for initiative in an informal and professional organization Plenty of room to develop All modern diagnostic equipment and special tools are available. Autobedrijf Moelands is a universal garage with a personal approach and quality of paramount importance. Currently we have a young enthusiastic team who would like to have a nice spontaneous colleague! Secondary benefits: Holiday pay Retirement Travel allowance Staff discount Type of employment: Full-time Education: MBO (Recommended) Language: Dutch (Recommended) Working from home: No ",-1.0,Autobedrijf Moelands,Strijbeek,-1,-1,-1,-1,-1,-1,-1,-1
533,533,Structural designer / project manager (architectural constructions) ,-1,"Are you looking for a new challenge as a designer / project manager? Adams Bouwadviesbureau now offers you the unique opportunity to become one of the supporting forces within our organization! We are Adams Bouwadviesbureau Adams Bouwadviesbureau offers constructive advice in the field of architectural and civil engineering constructions. In particular, complex inner-city interpretation (demolition-new construction) with the combination of various functions is our focus, which we naturally prefer to develop in a high-quality BIM process. We have set up the organization in such a way that all designs are drawn up digitally using iPads and check our designs directly from the 3D-BIM model. We use the latest technology for this. What do we expect from you that you ... have a passion for designing building structures, are technically well-grounded and experienced, takes responsibility for project coordination, focuses on planning and finances, can lead the project team and guarantee the quality of your project, have the drive to implement innovative developments in the organization, enjoys guiding young professionals and that you can take them to a higher level. What do we offer you .. a balanced private / work ratio, full responsibility and the necessary resources to ensure that the projects are successful, a challenging and pleasant working environment in an innovative and flexible organization, plenty of room for self-development and own initiatives to make your work more enjoyable, lots of freedom and confidence to lead the projects your way, good working conditions. Are you interested? Then we are also very curious about your approach, goals and wishes! Our challenge is to help you achieve your personal goals and grow our organization with your experience and input. You can easily respond or ask questions by calling the number below. Or send an email to the email address below. Jeroen van der Worp (head of the constructions department) 06 42 808 006 Acquisition in response to this vacancy is not appreciated. Type of employment: Full-time, Part-time, Fixed term, Indefinite term ",-1.0,Adams Bouwadviesbureau,Druten,-1,-1,-1,-1,-1,-1,-1,-1
